video_name,condition,difficulty,match,player_name,hit_target,instructed_target,player_success,interact_start,secs_before_interact,secs_after_interact
DC_2,right,easy,miss,DC,2,2,T,2.5,0.6,-0.12
DC_3,right,hard,goal,DC,6,6,T,1.9,0.6,-0.12
DC_4,left,easy,miss,DC,15,15,T,1.6,0.6,-0.12
DC_5,left,easy,miss,DC,14,14,T,1.7,0.6,-0.12
DC_6,left,hard,goal,DC,12,12,T,1.7,0.6,-0.12
DC_7,left,hard,goal,DC,9,9,T,1.7,0.6,-0.12
DC_8,left,hard,goal,DC,10,10,T,1.4,0.6,-0.12
DC_9,right,easy,miss,DC,3,3,T,1.6,0.6,-0.12
DC_10,left,easy,miss,DC,16,16,T,1.4,0.6,-0.12
DC_11,right,hard,goal,DC,5,5,T,1.7,0.6,-0.12
DC_12,right,hard,goal,DC,8,8,T,1.7,0.6,-0.12
DC_13,left,hard,goal,DC,11,11,T,1.5,0.6,-0.12
DC_14,left,easy,miss,DC,13,13,T,1.3,0.6,-0.12
DC_15,right,easy,miss,DC,4,4,T,1.4,0.6,-0.12
DC_16,right,hard,goal,DC,7,7,T,1.9,0.6,-0.12
DC_17,right,hard,goal,DC,7,7,T,1.7,0.6,-0.12
DC_18,right,easy,miss,DC,3,3,T,1.5,0.6,-0.12
DC_19,left,hard,goal,DC,9,9,T,1.4,0.6,-0.12
DC_20,left,easy,miss,DC,14,14,T,1.4,0.6,-0.12
DC_21,left,hard,goal,DC,10,10,T,1.4,0.6,-0.12
DC_23,left,hard,goal,DC,11,11,T,1.5,0.6,-0.12
DC_24,right,easy,miss,DC,4,4,T,1.5,0.6,-0.12
DC_25,right,easy,miss,DC,1,1,T,1.4,0.6,-0.12
DC_26,left,easy,miss,DC,16,16,T,1.3,0.6,-0.12
DC_27,left,easy,miss,DC,15,15,T,1.3,0.6,-0.12
DC_28,right,hard,goal,DC,6,6,T,1.5,0.6,-0.12
DC_29,left,hard,goal,DC,12,12,T,1.7,0.6,-0.12
DC_30,right,hard,goal,DC,8,8,T,1.5,0.6,-0.12
DC_31,right,easy,miss,DC,2,2,T,1.6,0.6,-0.12
DC_32,right,hard,goal,DC,5,5,T,1.6,0.6,-0.12
DC_33,right,easy,miss,DC,2,2,T,1.6,0.6,-0.12
DC_34,left,easy,miss,DC,14,14,T,1.3,0.6,-0.12
DC_35,left,hard,goal,DC,9,9,T,1.7,0.6,-0.12
DC_36,right,hard,goal,DC,6,6,T,1.3,0.6,-0.12
DC_37,right,hard,goal,DC,5,5,T,1.7,0.6,-0.12
DC_38,left,easy,miss,DC,15,15,T,1.5,0.6,-0.12
DC_39,right,easy,miss,DC,1,1,T,1.4,0.6,-0.12
DC_40,right,hard,goal,DC,8,8,T,1.7,0.6,-0.12
DC_41,right,easy,miss,DC,4,4,T,1.6,0.6,-0.12
DC_42,right,hard,goal,DC,7,7,T,1.7,0.6,-0.12
DC_43,right,easy,miss,DC,3,3,T,1.4,0.6,-0.12
DC_44,left,easy,miss,DC,13,13,T,1.4,0.6,-0.12
DC_45,left,hard,goal,DC,12,12,T,1.5,0.6,-0.12
DC_46,left,hard,goal,DC,10,10,T,1.7,0.6,-0.12
DC_47,left,easy,miss,DC,16,16,T,1.4,0.6,-0.12
DC_49,right,easy,miss,DC,1,1,T,1.2,0.6,-0.12
DC_50,right,hard,goal,DC,6,6,T,1.4,0.6,-0.12
DC_51,right,easy,miss,DC,3,3,T,1.5,0.6,-0.12
DC_52,left,easy,miss,DC,15,15,T,1.5,0.6,-0.12
DC_53,left,easy,miss,DC,13,13,T,1.6,0.6,-0.12
DC_54,right,hard,goal,DC,8,8,T,1.6,0.6,-0.12
DC_55,right,hard,goal,DC,5,5,T,1.6,0.6,-0.12
DC_56,left,hard,goal,DC,11,11,T,1.6,0.6,-0.12
DC_57,left,hard,goal,DC,12,12,T,1.4,0.6,-0.12
DC_58,left,hard,goal,DC,10,10,T,1.4,0.6,-0.12
DC_59,left,easy,miss,DC,14,14,T,1.3,0.6,-0.12
DC_60,left,easy,miss,DC,16,16,T,1.4,0.6,-0.12
DC_61,right,easy,miss,DC,4,4,T,1.7,0.6,-0.12
DC_62,right,easy,miss,DC,2,2,T,1.7,0.6,-0.12
DC_63,right,hard,goal,DC,7,7,T,1.6,0.6,-0.12
DC_64,left,hard,goal,DC,9,9,T,1.4,0.6,-0.12
DC_65,left,easy,miss,DC,15,15,T,1.3,0.6,-0.12
DC_66,left,hard,goal,DC,11,11,T,1.3,0.6,-0.12
DC_67,right,hard,goal,DC,5,5,T,1.5,0.6,-0.12
DC_68,left,easy,miss,DC,16,16,T,1.6,0.6,-0.12
DC_69,right,hard,goal,DC,6,6,T,1.7,0.6,-0.12
DC_70,left,hard,goal,DC,9,9,T,1.7,0.6,-0.12
DC_71,left,hard,goal,DC,10,10,T,1.4,0.6,-0.12
DC_72,left,easy,miss,DC,14,14,T,1.4,0.6,-0.12
DC_73,right,easy,miss,DC,2,2,T,1.3,0.6,-0.12
DC_74,right,easy,miss,DC,4,4,T,1.1,0.6,-0.12
DC_75,right,easy,miss,DC,1,1,T,1.6,0.6,-0.12
DC_76,right,easy,miss,DC,3,3,T,1.6,0.6,-0.12
DC_77,right,hard,goal,DC,8,8,T,1.6,0.6,-0.12
DC_79,left,hard,goal,DC,12,12,T,1.5,0.6,-0.12
DC_80,right,hard,goal,DC,7,7,T,1.5,0.6,-0.12
DC_81,right,easy,miss,DC,3,3,T,1.5,0.6,-0.12
DC_82,left,hard,goal,DC,9,9,T,1.5,0.6,-0.12
DC_83,right,hard,goal,DC,5,5,T,1.6,0.6,-0.12
DC_84,left,easy,miss,DC,13,13,T,1.5,0.6,-0.12
DC_85,right,easy,miss,DC,1,1,T,1.6,0.6,-0.12
DC_86,left,hard,goal,DC,11,11,T,1.3,0.6,-0.12
DC_87,right,hard,goal,DC,7,7,T,1.5,0.6,-0.12
DC_88,right,hard,goal,DC,6,6,T,1.5,0.6,-0.12
DC_89,right,hard,goal,DC,8,8,T,1.4,0.6,-0.12
DC_91,left,easy,miss,DC,14,14,T,1.2,0.6,-0.12
DC_92,left,easy,miss,DC,16,16,T,1.6,0.6,-0.12
DC_93,left,hard,goal,DC,12,12,T,1.5,0.6,-0.12
DC_94,left,hard,goal,DC,10,10,T,1.7,0.6,-0.12
DC_95,right,easy,miss,DC,2,2,T,1.7,0.6,-0.12
DC_96,left,easy,miss,DC,15,15,T,1.3,0.6,-0.12
DC_97,left,easy,miss,DC,15,15,T,1.5,0.6,-0.12
DC_98,left,easy,miss,DC,14,14,T,1.4,0.6,-0.12
DC_99,right,easy,miss,DC,3,3,T,1.6,0.6,-0.12
DC_100,right,easy,miss,DC,4,4,T,1.3,0.6,-0.12
DC_101,right,hard,goal,DC,6,6,T,1.4,0.6,-0.12
DC_102,left,easy,miss,DC,16,16,T,1.4,0.6,-0.12
DC_103,right,hard,goal,DC,7,7,T,1.7,0.6,-0.12
DC_104,right,hard,goal,DC,7,7,T,1.6,0.6,-0.12
DC_105,left,hard,goal,DC,12,12,T,1.6,0.6,-0.12
DC_107,left,hard,goal,DC,11,11,T,1.2,0.6,-0.12
DC_108,left,hard,goal,DC,9,9,T,1.5,0.6,-0.12
DC_109,left,hard,goal,DC,10,10,T,1.5,0.6,-0.12
DC_110,right,hard,goal,DC,8,8,T,1.5,0.6,-0.12
DC_111,right,hard,goal,DC,5,5,T,1.6,0.6,-0.12
DC_112,right,easy,miss,DC,2,2,T,1.2,0.6,-0.12
DC_113,left,easy,miss,DC,13,13,T,1.4,0.6,-0.12
DC_114,left,hard,goal,DC,12,12,T,1.3,0.6,-0.12
DC_115,left,hard,goal,DC,10,10,T,1.4,0.6,-0.12
DC_116,left,easy,miss,DC,14,14,T,1.6,0.6,-0.12
DC_117,right,hard,goal,DC,6,6,T,1.4,0.6,-0.12
DC_118,left,hard,goal,DC,9,9,T,1.1,0.6,-0.12
DC_119,right,easy,miss,DC,4,4,T,1.5,0.6,-0.12
DC_120,left,hard,goal,DC,11,11,T,1.4,0.6,-0.12
DC_121,right,easy,miss,DC,2,2,T,1.6,0.6,-0.12
DC_122,right,hard,goal,DC,7,7,T,1.7,0.6,-0.12
DC_123,right,hard,goal,DC,5,5,T,1.6,0.6,-0.12
DC_124,left,easy,miss,DC,15,15,T,1.4,0.6,-0.12
DC_125,left,easy,miss,DC,13,13,T,1.5,0.6,-0.12
DC_126,left,easy,miss,DC,16,16,T,1.4,0.6,-0.12
DC_127,right,hard,goal,DC,8,8,T,1.5,0.6,-0.12
DC_128,right,easy,miss,DC,1,1,T,1.6,0.6,-0.12
DC_129,right,easy,miss,DC,3,3,T,1.4,0.6,-0.12
DC_131,right,easy,miss,DC,2,2,T,1.5,0.6,-0.12
DC_132,left,hard,goal,DC,12,12,T,1.5,0.6,-0.12
DC_133,left,hard,goal,DC,9,9,T,1.6,0.6,-0.12
DC_134,left,easy,miss,DC,14,14,T,1.4,0.6,-0.12
DC_135,right,easy,miss,DC,1,1,T,1.5,0.6,-0.12
DC_136,left,hard,goal,DC,10,10,T,1.5,0.6,-0.12
DC_137,left,hard,goal,DC,11,11,T,1.5,0.6,-0.12
DC_138,right,hard,goal,DC,6,6,T,1.3,0.6,-0.12
DC_140,right,easy,miss,DC,3,3,T,1.4,0.6,-0.12
DC_142,right,hard,goal,DC,8,8,T,1.5,0.6,-0.12
DC_143,left,easy,miss,DC,15,15,T,1.4,0.6,-0.12
DC_144,right,hard,goal,DC,7,7,T,1.5,0.6,-0.12
DC_145,left,easy,miss,DC,16,16,T,1.5,0.6,-0.12
DC_147,left,easy,miss,DC,14,14,T,1.3,0.6,-0.12
DC_148,right,easy,miss,DC,2,2,T,1.7,0.6,-0.12
DC_149,right,hard,goal,DC,6,6,T,1.7,0.6,-0.12
DC_150,right,easy,miss,DC,4,4,T,1.9,0.6,-0.12
DC_151,left,easy,miss,DC,15,15,T,1.3,0.6,-0.12
DC_152,right,hard,goal,DC,8,8,T,1.6,0.6,-0.12
DC_153,left,hard,goal,DC,11,11,T,1.5,0.6,-0.12
DC_154,left,easy,miss,DC,16,16,T,1.5,0.6,-0.12
DC_155,left,hard,goal,DC,9,9,T,1.7,0.6,-0.12
DC_156,left,hard,goal,DC,12,12,T,1.4,0.6,-0.12
DC_157,right,hard,goal,DC,7,7,T,1.5,0.6,-0.12
DC_158,left,hard,goal,DC,10,10,T,1.5,0.6,-0.12
DC_159,right,hard,goal,DC,5,5,T,1.8,0.6,-0.12
DC_160,right,easy,miss,DC,1,1,T,1.5,0.6,-0.12
DC_161,right,easy,miss,DC,3,3,T,1.5,0.6,-0.12
DC_162,right,hard,goal,DC,8,8,T,1.5,0.6,-0.12
DC_163,left,hard,goal,DC,10,10,T,1.6,0.6,-0.12
DC_165,left,hard,goal,DC,9,9,T,1.5,0.6,-0.12
DC_166,right,hard,goal,DC,5,5,T,1.7,0.6,-0.12
DC_168,right,easy,miss,DC,2,2,T,1.6,0.6,-0.12
DC_169,left,hard,goal,DC,12,12,T,1.4,0.6,-0.12
DC_171,right,easy,miss,DC,3,3,T,2.3,0.6,-0.12
DC_172,left,easy,miss,DC,15,15,T,1.7,0.6,-0.12
DC_173,right,easy,miss,DC,4,4,T,1.7,0.6,-0.12
DC_174,left,hard,goal,DC,11,11,T,1.7,0.6,-0.12
DC_177,right,hard,goal,DC,7,7,T,1.7,0.6,-0.12
DC_178,right,easy,miss,DC,2,2,T,1.5,0.6,-0.12
DC_179,right,easy,miss,DC,3,3,T,0.3,0.6,-0.12
DC_180,right,hard,goal,DC,8,8,T,1.2,0.6,-0.12
DC_181,right,hard,goal,DC,5,5,T,1.6,0.6,-0.12
DC_182,left,hard,goal,DC,9,9,T,1.8,0.6,-0.12
DC_183,left,easy,miss,DC,16,16,T,1.5,0.6,-0.12
DC_184,right,easy,miss,DC,1,1,T,1.5,0.6,-0.12
DC_185,left,hard,goal,DC,11,11,T,1.3,0.6,-0.12
DC_186,right,hard,goal,DC,7,7,T,1.7,0.6,-0.12
DC_187,left,hard,goal,DC,10,10,T,1.6,0.6,-0.12
DC_188,right,easy,miss,DC,4,4,T,1.5,0.6,-0.12
DC_189,left,easy,miss,DC,13,13,T,1.7,0.6,-0.12
DC_190,left,easy,miss,DC,14,14,T,1.9,0.6,-0.12
DC_191,left,easy,miss,DC,15,15,T,1.6,0.6,-0.12
DC_192,left,hard,goal,DC,12,12,T,1.5,0.6,-0.12
DC_193,right,hard,goal,DC,6,6,T,1.6,0.6,-0.12
DC_194,left,easy,miss,DC,16,16,T,1.4,0.6,-0.12
DC_195,right,easy,miss,DC,2,2,T,1.6,0.6,-0.12
DC_196,left,hard,goal,DC,10,10,T,1.6,0.6,-0.12
DC_197,left,hard,goal,DC,12,12,T,1.6,0.6,-0.12
DC_198,right,hard,goal,DC,5,5,T,1.5,0.6,-0.12
DC_199,right,easy,miss,DC,1,1,T,1.7,0.6,-0.12
DC_200,left,hard,goal,DC,11,11,T,1.7,0.6,-0.12
DC_201,right,hard,goal,DC,8,8,T,1.8,0.6,-0.12
DC_203,right,hard,goal,DC,7,7,T,1.3,0.6,-0.12
DC_204,right,easy,miss,DC,3,3,T,1.6,0.6,-0.12
DC_206,left,easy,miss,DC,13,13,T,1.4,0.6,-0.12
DC_207,right,easy,miss,DC,4,4,T,1.3,0.6,-0.12
DC_208,left,hard,goal,DC,9,9,T,1.7,0.6,-0.12
DC_209,left,easy,miss,DC,14,14,T,1.5,0.6,-0.12
DC_210,right,easy,miss,DC,3,3,T,1.6,0.6,-0.12
DC_211,right,hard,goal,DC,7,7,T,1.6,0.6,-0.12
DC_212,left,easy,miss,DC,16,16,T,1.7,0.6,-0.12
DC_213,right,hard,goal,DC,5,5,T,1.6,0.6,-0.12
DC_215,right,easy,miss,DC,2,2,T,1.6,0.6,-0.12
DC_216,left,easy,miss,DC,14,14,T,1.7,0.6,-0.12
DC_217,left,easy,miss,DC,13,13,T,1.8,0.6,-0.12
DC_219,right,easy,miss,DC,4,4,T,1.5,0.6,-0.12
DC_220,left,hard,goal,DC,9,9,T,1.6,0.6,-0.12
DC_222,right,hard,goal,DC,6,6,T,1.6,0.6,-0.12
DC_223,left,hard,goal,DC,11,11,T,1,0.6,-0.12
DC_224,right,hard,goal,DC,8,8,T,1.6,0.6,-0.12
DC_226,right,hard,goal,DC,7,7,T,1.8,0.6,-0.12
DC_228,left,hard,goal,DC,9,9,T,1.7,0.6,-0.12
DC_229,right,hard,goal,DC,6,6,T,1.7,0.6,-0.12
DC_230,left,easy,miss,DC,13,13,T,1.5,0.6,-0.12
DC_231,right,easy,miss,DC,4,4,T,1.6,0.6,-0.12
DC_232,left,hard,goal,DC,11,11,T,1.2,0.6,-0.12
DC_234,left,hard,goal,DC,10,10,T,1.6,0.6,-0.12
DC_235,left,hard,goal,DC,12,12,T,1.3,0.6,-0.12
DC_236,right,hard,goal,DC,8,8,T,1,0.6,-0.12
DC_237,left,easy,miss,DC,14,14,T,1.5,0.6,-0.12
DC_238,right,hard,goal,DC,5,5,T,1.7,0.6,-0.12
DC_241,right,easy,miss,DC,2,2,T,1.7,0.6,-0.12
DC_242,right,hard,goal,DC,8,8,T,1.6,0.6,-0.12
DC_243,left,easy,miss,DC,15,15,T,1.9,0.6,-0.12
DC_247,left,easy,miss,DC,16,16,T,1.6,0.6,-0.12
DC_248,left,hard,goal,DC,9,9,T,1.8,0.6,-0.12
DC_249,right,easy,miss,DC,4,4,T,1.4,0.6,-0.12
DC_250,right,hard,goal,DC,7,7,T,1.7,0.6,-0.12
DC_251,right,hard,goal,DC,6,6,T,1,0.6,-0.12
DC_252,left,hard,goal,DC,10,10,T,1.5,0.6,-0.12
DC_253,left,hard,goal,DC,12,12,T,1.6,0.6,-0.12
DC_254,right,hard,goal,DC,5,5,T,1.6,0.6,-0.12
DC_255,right,easy,miss,DC,2,2,T,1.7,0.6,-0.12
DC_256,left,easy,miss,DC,14,14,T,0.8,0.6,-0.12
DC_257,right,easy,miss,DC,3,3,T,1.6,0.6,-0.12
DC_258,left,hard,goal,DC,10,10,T,1.6,0.6,-0.12
DC_260,left,easy,miss,DC,16,16,T,1.8,0.6,-0.12
DC_261,right,hard,goal,DC,7,7,T,1.3,0.6,-0.12
DC_262,left,easy,miss,DC,15,15,T,1.8,0.6,-0.12
DC_263,left,hard,goal,DC,11,11,T,1,0.6,-0.12
DC_264,right,easy,miss,DC,3,3,T,1.6,0.6,-0.12
DC_265,left,easy,miss,DC,14,14,T,1.6,0.6,-0.12
DC_266,left,hard,goal,DC,9,9,T,1.7,0.6,-0.12
DC_267,right,easy,miss,DC,1,1,T,1.3,0.6,-0.12
DC_268,left,hard,goal,DC,12,12,T,1.1,0.6,-0.12
DC_269,right,hard,goal,DC,6,6,T,1.6,0.6,-0.12
DC_270,right,easy,miss,DC,2,2,T,1.7,0.6,-0.12
DC_271,right,easy,miss,DC,4,4,T,0.9,0.6,-0.12
DC_272,right,hard,goal,DC,5,5,T,1.6,0.6,-0.12
DC_273,right,hard,goal,DC,8,8,T,1.3,0.6,-0.12
DC_274,right,hard,goal,DC,6,6,T,1.6,0.6,-0.12
DC_275,left,easy,miss,DC,15,15,T,1.5,0.6,-0.12
DC_276,right,hard,goal,DC,5,5,T,0.8,0.6,-0.12
DC_277,left,easy,miss,DC,13,13,T,1.4,0.6,-0.12
DC_278,right,hard,goal,DC,8,8,T,0.9,0.6,-0.12
DC_279,right,easy,miss,DC,2,2,T,1.5,0.6,-0.12
DC_280,left,hard,goal,DC,11,11,T,1.5,0.6,-0.12
DC_281,right,easy,miss,DC,1,1,T,1.4,0.6,-0.12
DC_282,left,hard,goal,DC,9,9,T,0.8,0.6,-0.12
DC_283,left,hard,goal,DC,12,12,T,1.4,0.6,-0.12
DC_284,right,hard,goal,DC,7,7,T,1,0.6,-0.12
DC_285,right,easy,miss,DC,4,4,T,1.5,0.6,-0.12
DC_286,left,easy,miss,DC,14,14,T,0.8,0.6,-0.12
DC_287,left,easy,miss,DC,16,16,T,1.1,0.6,-0.12
DC_290,left,hard,goal,DC,11,11,T,1.6,0.6,-0.12
DC_291,left,hard,goal,DC,12,12,T,1.3,0.6,-0.12
DC_292,right,hard,goal,DC,5,5,T,1.6,0.6,-0.12
DC_293,right,hard,goal,DC,6,6,T,1.3,0.6,-0.12
DC_294,left,easy,miss,DC,16,16,T,1.5,0.6,-0.12
DC_296,right,hard,goal,DC,8,8,T,1.7,0.6,-0.12
DC_297,right,easy,miss,DC,4,4,T,1.6,0.6,-0.12
DC_301,right,easy,miss,DC,3,3,T,1.1,0.6,-0.12
DC_302,left,hard,goal,DC,10,10,T,0.8,0.6,-0.12
DC_303,left,easy,miss,DC,14,14,T,1.3,0.6,-0.12
DC_304,right,hard,goal,DC,7,7,T,1,0.6,-0.12
DC_305,right,easy,miss,DC,2,2,T,1.4,0.6,-0.12
DC_306,right,easy,miss,DC,2,2,T,1.5,0.6,-0.12
DC_310,right,easy,miss,DC,1,1,T,1.6,0.6,-0.12
DC_311,right,easy,miss,DC,4,4,T,1.5,0.6,-0.12
DC_312,left,easy,miss,DC,14,14,T,1.5,0.6,-0.12
DC_313,right,hard,goal,DC,8,8,T,1.5,0.6,-0.12
DC_314,left,hard,goal,DC,10,10,T,1.5,0.6,-0.12
DC_315,right,easy,miss,DC,3,3,T,1.6,0.6,-0.12
DC_316,left,hard,goal,DC,12,12,T,1.5,0.6,-0.12
DC_317,left,hard,goal,DC,9,9,T,1.2,0.6,-0.12
DC_318,right,hard,goal,DC,7,7,T,1.8,0.6,-0.12
DC_319,left,hard,goal,DC,11,11,T,1.6,0.6,-0.12
DC_320,left,easy,miss,DC,16,16,T,1.4,0.6,-0.12
DC_321,right,hard,goal,DC,5,5,T,0.9,0.6,-0.12
DC_322,left,hard,goal,DC,10,10,T,1.4,0.6,-0.12
DC_324,left,hard,goal,DC,12,12,T,1.6,0.6,-0.12
DC_325,right,hard,goal,DC,7,7,T,1.6,0.6,-0.12
DC_326,left,easy,miss,DC,14,14,T,1.5,0.6,-0.12
DC_327,right,easy,miss,DC,2,2,T,1.6,0.6,-0.12
DC_328,right,hard,goal,DC,5,5,T,1.8,0.6,-0.12
DC_330,left,hard,goal,DC,11,11,T,1.6,0.6,-0.12
DC_332,right,easy,miss,DC,3,3,T,1.2,0.6,-0.12
DC_335,right,hard,goal,DC,6,6,T,1.1,0.6,-0.12
DC_336,right,easy,miss,DC,4,4,T,1.5,0.6,-0.12
DC_337,right,hard,goal,DC,8,8,T,1.6,0.6,-0.12
DC_338,right,hard,goal,DC,6,6,T,1.2,0.6,-0.12
DC_339,right,easy,miss,DC,2,2,T,1.8,0.6,-0.12
DC_340,left,easy,miss,DC,14,14,T,1.3,0.6,-0.12
DC_341,right,hard,goal,DC,7,7,T,0.8,0.6,-0.12
DC_342,left,hard,goal,DC,10,10,T,1.3,0.6,-0.12
DC_343,right,easy,miss,DC,3,3,T,1,0.6,-0.12
DC_344,left,hard,goal,DC,11,11,T,0.9,0.6,-0.12
DC_345,right,hard,goal,DC,8,8,T,1.7,0.6,-0.12
DC_346,right,hard,goal,DC,5,5,T,1.4,0.6,-0.12
DC_347,left,hard,goal,DC,12,12,T,1.7,0.6,-0.12
DC_349,right,easy,miss,DC,1,1,T,1.5,0.6,-0.12
DC_350,right,easy,miss,DC,4,4,T,1.6,0.6,-0.12
DC_351,left,hard,goal,DC,9,9,T,1.5,0.6,-0.12
FI_2,right,easy,miss,FI,2,2,T,1.6,0.6,-0.12
FI_3,right,hard,goal,FI,6,6,T,1.8,0.6,-0.12
FI_4,left,easy,miss,FI,15,15,T,1.7,0.6,-0.12
FI_5,left,easy,miss,FI,14,14,T,1.6,0.6,-0.12
FI_7,left,hard,goal,FI,9,9,T,1.7,0.6,-0.12
FI_8,left,hard,goal,FI,10,10,T,1.8,0.6,-0.12
FI_10,left,easy,miss,FI,16,16,T,1.5,0.6,-0.12
FI_11,right,hard,goal,FI,5,5,T,1.5,0.6,-0.12
FI_12,right,hard,goal,FI,8,8,T,1.7,0.6,-0.12
FI_15,right,easy,miss,FI,4,4,T,1.2,0.6,-0.12
FI_16,right,hard,goal,FI,7,7,T,1.7,0.6,-0.12
FI_17,right,hard,goal,FI,7,7,T,1.6,0.6,-0.12
FI_19,left,hard,goal,FI,9,9,T,1.2,0.6,-0.12
FI_20,left,easy,miss,FI,14,14,T,1.6,0.6,-0.12
FI_21,left,hard,goal,FI,10,10,T,1.6,0.6,-0.12
FI_22,left,easy,miss,FI,13,13,T,1.5,0.6,-0.12
FI_23,left,hard,goal,FI,11,11,T,1.8,0.6,-0.12
FI_25,right,easy,miss,FI,1,1,T,1.7,0.6,-0.12
FI_27,left,easy,miss,FI,16,16,T,1.4,0.6,-0.12
FI_28,left,easy,miss,FI,15,15,T,1.6,0.6,-0.12
FI_29,right,hard,goal,FI,6,6,T,1.8,0.6,-0.12
FI_30,left,hard,goal,FI,12,12,T,1.6,0.6,-0.12
FI_31,right,hard,goal,FI,8,8,T,1.4,0.6,-0.12
FI_32,right,easy,miss,FI,2,2,T,1.6,0.6,-0.12
FI_33,right,hard,goal,FI,5,5,T,2,0.6,-0.12
FI_34,right,easy,miss,FI,2,2,T,1.7,0.6,-0.12
FI_35,left,easy,miss,FI,14,14,T,1.5,0.6,-0.12
FI_36,left,hard,goal,FI,9,9,T,1.6,0.6,-0.12
FI_37,right,hard,goal,FI,6,6,T,1.6,0.6,-0.12
FI_38,right,hard,goal,FI,5,5,T,1.8,0.6,-0.12
FI_39,left,easy,miss,FI,15,15,T,1.9,0.6,-0.12
FI_40,right,easy,miss,FI,1,1,T,2,0.6,-0.12
FI_41,right,hard,goal,FI,8,8,T,2,0.6,-0.12
FI_42,right,easy,miss,FI,4,4,T,1.7,0.6,-0.12
FI_43,right,hard,goal,FI,7,7,T,1.7,0.6,-0.12
FI_44,right,easy,miss,FI,3,3,T,1.9,0.6,-0.12
FI_45,left,easy,miss,FI,13,13,T,2,0.6,-0.12
FI_46,left,hard,goal,FI,12,12,T,1.5,0.6,-0.12
FI_47,left,hard,goal,FI,10,10,T,1.8,0.6,-0.12
FI_48,left,easy,miss,FI,16,16,T,1.5,0.6,-0.12
FI_49,left,hard,goal,FI,11,11,T,1.9,0.6,-0.12
FI_50,right,easy,miss,FI,1,1,T,1.4,0.6,-0.12
FI_51,right,hard,goal,FI,6,6,T,1.6,0.6,-0.12
FI_52,right,easy,miss,FI,3,3,T,1.6,0.6,-0.12
FI_53,left,easy,miss,FI,15,15,T,1.7,0.6,-0.12
FI_54,left,easy,miss,FI,13,13,T,2,0.6,-0.12
FI_55,right,hard,goal,FI,8,8,T,1.7,0.6,-0.12
FI_56,right,hard,goal,FI,5,5,T,1.7,0.6,-0.12
FI_57,left,hard,goal,FI,11,11,T,1.7,0.6,-0.12
FI_58,left,hard,goal,FI,12,12,T,1.9,0.6,-0.12
FI_60,left,hard,goal,FI,10,10,T,2.1,0.6,-0.12
FI_61,left,easy,miss,FI,14,14,T,1.5,0.6,-0.12
FI_62,left,easy,miss,FI,16,16,T,1.7,0.6,-0.12
FI_63,right,easy,miss,FI,4,4,T,1.8,0.6,-0.12
FI_64,right,easy,miss,FI,2,2,T,1.8,0.6,-0.12
FI_65,right,hard,goal,FI,7,7,T,1.9,0.6,-0.12
FI_66,left,hard,goal,FI,9,9,T,1.6,0.6,-0.12
FI_67,left,easy,miss,FI,15,15,T,1.7,0.6,-0.12
FI_68,left,hard,goal,FI,11,11,T,1.6,0.6,-0.12
FI_69,right,hard,goal,FI,5,5,T,1.7,0.6,-0.12
FI_70,left,easy,miss,FI,16,16,T,1.5,0.6,-0.12
FI_71,right,hard,goal,FI,6,6,T,1.6,0.6,-0.12
FI_73,left,hard,goal,FI,10,10,T,1.9,0.6,-0.12
FI_74,left,easy,miss,FI,14,14,T,1.5,0.6,-0.12
FI_75,right,easy,miss,FI,2,2,T,2,0.6,-0.12
FI_76,right,easy,miss,FI,4,4,T,2,0.6,-0.12
FI_77,right,easy,miss,FI,1,1,T,1.5,0.6,-0.12
FI_78,right,easy,miss,FI,3,3,T,1.9,0.6,-0.12
FI_79,right,hard,goal,FI,8,8,T,1.7,0.6,-0.12
FI_81,left,hard,goal,FI,12,12,T,2.1,0.6,-0.12
FI_82,right,hard,goal,FI,7,7,T,1.7,0.6,-0.12
FI_84,right,easy,miss,FI,3,3,T,1.6,0.6,-0.12
FI_85,left,hard,goal,FI,9,9,T,1.5,0.6,-0.12
FI_86,right,hard,goal,FI,5,5,T,2,0.6,-0.12
FI_88,right,easy,miss,FI,1,1,T,1.8,0.6,-0.12
FI_89,left,hard,goal,FI,11,11,T,1.7,0.6,-0.12
FI_90,right,hard,goal,FI,7,7,T,1.8,0.6,-0.12
FI_91,right,hard,goal,FI,6,6,T,1.7,0.6,-0.12
FI_92,right,hard,goal,FI,8,8,T,1.5,0.6,-0.12
FI_93,right,easy,miss,FI,4,4,T,1.8,0.6,-0.12
FI_95,left,easy,miss,FI,14,14,T,1.4,0.6,-0.12
FI_96,left,easy,miss,FI,16,16,T,1.4,0.6,-0.12
FI_98,left,hard,goal,FI,10,10,T,1.9,0.6,-0.12
FI_99,right,easy,miss,FI,2,2,T,1.8,0.6,-0.12
FI_101,left,easy,miss,FI,15,15,T,1.7,0.6,-0.12
FI_102,left,easy,miss,FI,14,14,T,1.7,0.6,-0.12
FI_103,right,easy,miss,FI,3,3,T,1.8,0.6,-0.12
FI_104,right,easy,miss,FI,4,4,T,2,0.6,-0.12
FI_105,right,hard,goal,FI,6,6,T,2,0.6,-0.12
FI_106,left,easy,miss,FI,16,16,T,1.9,0.6,-0.12
FI_107,right,hard,goal,FI,7,7,T,1.9,0.6,-0.12
FI_108,left,hard,goal,FI,12,12,T,1.7,0.6,-0.12
